row_id,Source,Reference,Translation,gold_errors,top5_predicted,hits,num_gold,num_hits,recall_at_5,precision_at_5,exact_match,exact_containment,all_scores_json
264,"They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.","अपने खुद के मार्क्स पर लिखने के लिए स्वतंत्र महसूस करें, लेकिन याद रखें कि म्यूज़िकल कारणों से प्रिंटेड बोइंग मार्क्स भी होते हैं, इसलिए आमतौर पर उनका सम्मान करना चाहिए.","इनमें नीदरलैंड शामिल है, जिसमें अन्ना जोकेमसेन कल सुपर-जी में महिलाओं के खड़े वर्ग में नौवें स्थान पर हैं और फिनलैंड के साथ काटजा सारिनेन एक ही स्पर्धा में दसवें स्थान पर हैं ।","[""mistranslation""]","[""mistranslation"", ""grammar"", ""register"", ""inconsistency"", ""inappropriate_for_context""]","[""mistranslation""]",1,1,1.0,0.2,False,True,"[{""error"": ""mistranslation"", ""score"": 0.95, ""prob"": 1.0, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.81, ""prob"": 0.9, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""awkward"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
265,"Feel free to pencil in your own marks, but remember the printed bowing marks are there for a musical reason, so they should usually be respected.",किसी व्यक्ति में जितनी आंतरिक शांति होती है वह उसके शरीर और आत्मा में मौजूद तनाव की मात्रा के विपरीत सहसंबंधित होती है.,"अपने निजी निशानों में पेंसिल लगाने के लिए स्वतंत्र महसूस करें, लेकिन याद रखें कि मुद्रित उभार निशान संगीत के कारण होते हैं, इसलिए उनका आमतौर पर सम्मान किया जाना चाहिए।","[""mistranslation""]","[""inappropriate_for_context"", ""grammar"", ""awkward"", ""register"", ""addition""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
266,The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.,"उनके पूर्वज, ऑस्ट्रलोपिथेकस आदतन सीधा नहीं चलते थे।",किसी व्यक्ति के पास आंतरिक शांति की मात्रा किसी के शरीर और आत्मा में तनाव की मात्रा से विपरीत रूप से संबंधित होती है।,"[""awkward"", ""mistranslation""]","[""mistranslation"", ""awkward"", ""grammar"", ""addition"", ""omission""]","[""awkward"", ""mistranslation""]",2,2,1.0,0.4,False,True,"[{""error"": ""mistranslation"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
267,"Their predecessors, the Australopithecus did not walk upright as habitually.",हमारे ग्रह की नदियों से महासागरों में जाने वाले पानी का 20% हिस्सा अमेज़न से आता है।,"उनके पूर्ववर्तियों, ऑस्ट्रलोपिथेकस आदतन रूप से सीधे नहीं चलते थे।","[""awkward"", ""grammar""]","[""mistranslation"", ""grammar"", ""awkward"", ""register"", ""inappropriate_for_context""]","[""awkward"", ""grammar""]",2,2,1.0,0.4,False,True,"[{""error"": ""mistranslation"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""grammar"", ""score"": 0.68, ""prob"": 0.8, ""conf"": 85.0}, {""error"": ""awkward"", ""score"": 0.255, ""prob"": 0.3, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
268,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,"सुंदरबन 3,850 वर्ग किलोमीटर में फैला है, जिसमें से करीब एक तिहाई में पानी/दलदल वाला इलाका है.",पृथ्वी की नदियों से महासागरों में गिरनेवाला 20 प्रतिशत पानी अमेज़न से आता है।,"[""awkward""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""addition"", ""omission""]","[""awkward""]",1,1,1.0,0.2,False,True,"[{""error"": ""awkward"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
269,"The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.","वे नीदरलैंड में शामिल हैं, जो अन्ना जोचेमसेन के साथ कल सुपर-जी में महिलाओं के स्टैंडिंग क्लास में नौवें स्थान पर रहा और फ़िनलैंड उसी प्रतियोगिता में काटजा सरीनन के साथ दसवें स्थान पर रहा.","सुंदरबन 3,850 किलोमीटर के क्षेत्र को कवर करता है, जिसमें से लगभग एक तिहाई जल/दलदली क्षेत्रों में शामिल है।","[""awkward"", ""omission"", ""untranslated_text""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""register"", ""addition""]","[""awkward""]",3,1,0.3333333333333333,0.2,False,False,"[{""error"": ""awkward"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
270,"They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.","स्कैफ़ोल्ड वर्चुअल भी हो सकते हैं और असली भी, दूसरे शब्दों में, टीचर एक तरह के स्कैफ़ोल्ड होते हैं लेकिन Microsoft Office का पेपरक्लिप मैन भी वही है.","इनमें नीदरलैंड शामिल हैं, कल सुपर-जी में महिलाओं की स्टैंडिंग क्लास में अन्ना जोकेमसेन नौवें स्थान पर रहे, और फिनलैंड, कट्जा सारीनन के साथ उसी कार्यक्रममें दसवें स्थान पर रहे।","[""grammar"", ""mistranslation"", ""omission"", ""untranslated_text""]","[""awkward"", ""grammar"", ""inappropriate_for_context"", ""mistranslation"", ""punctuation""]","[""grammar"", ""mistranslation""]",4,2,0.5,0.4,False,False,"[{""error"": ""awkward"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""mistranslation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""spelling"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
271,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",बाद में उन्हें कैम्ब्रिज में एडेनब्रुक के अस्पताल में स्थानांतरित कर दिया गया.,"ऊपर साफ, सुंदर आकाश और आसपास के कई पहाड़ों के अलावा कुछ भी नहीं देखा जा सकता है।इस दुनिया का बहुत कम देखा या सुना जा सकता है गुफा के अंदर से।",[],"[""mistranslation"", ""punctuation"", ""grammar"", ""awkward"", ""register""]",[],0,0,,0.0,,,"[{""error"": ""mistranslation"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.5599999999999999, ""prob"": 0.7, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.5599999999999999, ""prob"": 0.7, ""conf"": 80.0}, {""error"": ""awkward"", ""score"": 0.5249999999999999, ""prob"": 0.7, ""conf"": 75.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
272,He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,"यह संबंधित है, लेकिन आम तौर पर इसमें अल्पाइन शैली की स्की टूरिंग या माउंटेनीयरिंग शामिल नहीं होती है, जिसे खड़े इलाकों में किया जाता है और जिसके लिए बहुत कड़ी स्की और बूट की ज़रूरत होती है.",बाद में उन्हें कैम्ब्रिज के एडनब्रुक अस्पताल में स्थानांतरित कर दिया गया।,"[""awkward""]","[""inappropriate_for_context"", ""addition"", ""omission"", ""mistranslation"", ""untranslated_text""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
273,"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.",विज्ञान का मुख्य लक्ष्य वैज्ञानिक पद्धति के माध्यम से दुनिया के काम करने के तरीके का पता लगाना है। वास्तव में अधिकांश वैज्ञानिक अनुसंधानों इस विधि पर निर्धारित हैं |,"यह अल्पाइन शैली स्की टूरिंग या पर्वतारोहण से संबंधित है, लेकिन आमतौर पर शामिल नहीं है, बाद वाले खड़े इलाके में किया जाता है और बहुत कठोर स्की और जूते की आवश्यकता होती है।","[""awkward"", ""mistranslation"", ""untranslated_text""]","[""mistranslation"", ""punctuation"", ""grammar"", ""register"", ""inappropriate_for_context""]","[""mistranslation""]",3,1,0.3333333333333333,0.2,False,False,"[{""error"": ""mistranslation"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""register"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 80.0}]"
274,Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.,"हाँ, सार्वजनिक परिवहन और अन्य कार्यालयों में भी स्पेनिश व्यापक रूप से इस्तेमाल की जाती है.",विज्ञान का मुख्य उद्देश्य वैज्ञानिक विधि के माध्यम से दुनिया के काम करनेके तरीके का पता लगाना है।यह विधि वास्तव में अधिकांश वैज्ञानिक अनुसंधान का मार्गदर्शन करती है।,"[""mistranslation""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""addition"", ""omission""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
275,"During blizzards, enough snow to get you stuck can fall in very little time.","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है — एथलीटों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का अनुसरण करने के लिए जिमनास्टिक्स और अन्य लोगों के खेल को जितना संभव हो सके उतना सुरक्षित बनाना.","बरफ की आंधी के दौरान, आपको फँसाने के लिए पर्याप्त बर्फ बहुत कम समय में गिर सकती है।",[],"[""mistranslation"", ""awkward"", ""grammar"", ""register"", ""inappropriate_for_context""]",[],0,0,,0.0,,,"[{""error"": ""mistranslation"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.63, ""prob"": 0.7, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.17, ""prob"": 0.2, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
276,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","हालाँकि, जंगल का अर्थ केवल मैंग्रोव दलदल नहीं हैं - वे कुछ अंतिम शक्तिशाली जंगलों में से हैं, जो कभी गंगा पठार को कवर करते थे।","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है - जिमनास्टिक्स और अन्य खेलों को एथलीटों के लिए सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पालन करने के लिए जितना संभव हो सके उतना सुरक्षित बनाना।","[""mistranslation"", ""untranslated_text""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""register"", ""addition""]",[],2,0,0.0,0.0,False,False,"[{""error"": ""awkward"", ""score"": 0.595, ""prob"": 0.7, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
277,The forests aren't just mangrove swamps though — they include some of the last remaining stands of the mighty jungles which once covered the Gangetic plain.,"एक उदाहरण के रूप में, मध्य पूर्व में अमेरिकी नागरिकों को यूरोपीवासी या अरब के लोगों से अलग-अलग तरह की स्थितियों का सामना करना पड़ सकता है.","जंगल सिर्फ मैनग्रोव झुंड नहीं हैं, यद्यपि इनमें गंगा के मैदान को ढकने वाले शक्तिशाली जंगलों के कुछ अंतिम अवशेष शामिल हैं।","[""mistranslation"", ""omission""]","[""inappropriate_for_context"", ""awkward"", ""mistranslation"", ""grammar"", ""register""]","[""mistranslation""]",2,1,0.5,0.2,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""awkward"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""mistranslation"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
278,"As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.",पुलिस अधीक्षक चंद्र शेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे.,"एक उदाहरण के रूप में, मध्य पूर्व में अमेरिकी नागरिक यूरोपीयों या अरबों से अलग स्थितियों का सामना कर सकते हैं।","[""mistranslation""]","[""awkward"", ""punctuation"", ""grammar"", ""inconsistency"", ""register""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""awkward"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""punctuation"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
